time,temp,dwpt,rhum,snow,wdir,wspd,wpgt,pres,price,demand
2021-10-12 17:00:00+03:00,10.9,5.2,68.0,,180.0,10.8,18.5,1007.3,0.14936,0.232
2021-10-12 18:00:00+03:00,9.8,6.0,77.0,,160.0,10.8,18.5,1007.4,0.17574,1.361
2021-10-12 19:00:00+03:00,9.7,5.3,74.0,,180.0,7.2,16.7,1007.6,0.22979,0.649
2021-10-12 20:00:00+03:00,8.8,5.0,77.0,,190.0,3.6,13.0,1007.5,0.17577,1.139
2021-10-12 21:00:00+03:00,8.9,5.1,77.0,,180.0,7.2,13.0,1007.9,0.17532,2.041
2021-10-12 22:00:00+03:00,8.3,5.1,80.0,,180.0,7.2,11.1,1008.0,0.14,0.407
2021-10-12 23:00:00+03:00,7.9,5.4,84.0,,190.0,7.2,9.3,1008.3,0.11292,0.741
2021-10-13 00:00:00+03:00,7.6,5.6,87.0,,200.0,7.2,9.3,1008.2,0.08674,1.023
2021-10-13 01:00:00+03:00,7.3,5.3,87.0,,200.0,3.6,11.1,1008.2,0.09428,1.17
2021-10-13 02:00:00+03:00,6.7,5.2,90.0,,0.0,6.0,11.1,1008.1,0.09433,1.031
2021-10-13 03:00:00+03:00,6.6,5.2,91.0,,170.0,7.2,11.1,1007.8,0.0923,0.769
2021-10-13 04:00:00+03:00,6.4,5.0,91.0,,180.0,3.6,9.3,1007.6,0.09305,1.234
2021-10-13 05:00:00+03:00,5.0,4.6,97.0,,170.0,3.6,9.3,1007.8,0.09289,1.406
2021-10-13 06:00:00+03:00,5.4,4.7,95.0,,170.0,7.2,9.3,1008.1,0.10009,0.871
2021-10-13 07:00:00+03:00,4.3,3.9,97.0,,180.0,7.2,11.1,1008.5,0.17136,0.432
2021-10-13 08:00:00+03:00,3.9,3.9,100.0,,190.0,3.6,9.3,1008.9,0.2238,0.39
2021-10-13 09:00:00+03:00,4.4,4.3,99.0,,170.0,7.2,9.3,1009.2,0.25059,0.374
2021-10-13 10:00:00+03:00,5.0,4.9,99.0,,200.0,7.2,11.1,1009.5,0.23897,0.409
2021-10-13 11:00:00+03:00,5.5,4.8,95.0,,200.0,7.2,11.1,1009.9,0.21131,1.354
2021-10-13 12:00:00+03:00,6.6,5.2,91.0,,220.0,7.2,13.0,1010.2,0.19556,0.222
2021-10-13 13:00:00+03:00,7.2,4.7,84.0,,220.0,7.2,16.7,1010.5,0.18975,0.363
2021-10-13 14:00:00+03:00,7.3,4.9,85.0,,210.0,7.2,14.8,1010.9,0.16874,0.337
2021-10-13 15:00:00+03:00,6.9,4.9,87.0,,190.0,7.2,14.8,1011.4,0.1654199999999999,0.352
2021-10-13 16:00:00+03:00,6.8,4.3,84.0,,220.0,3.6,14.8,1011.8,0.1676,0.627
2021-10-13 17:00:00+03:00,7.1,4.6,84.0,,200.0,3.6,13.0,1012.1,0.18535,0.529
2021-10-13 18:00:00+03:00,6.9,4.7,86.0,,170.0,3.6,11.1,1012.6,0.21396,0.991
2021-10-13 19:00:00+03:00,6.6,5.1,90.0,,190.0,3.6,7.4,1013.3,0.24699,1.159
2021-10-13 20:00:00+03:00,6.5,5.1,91.0,,160.0,3.6,7.4,1013.6,0.28041,1.946
2021-10-13 21:00:00+03:00,6.3,5.3,93.0,,190.0,3.6,7.4,1013.8,0.19994,0.762
2021-10-13 22:00:00+03:00,6.1,5.2,94.0,,180.0,7.2,7.4,1014.1,0.17054,0.842
2021-10-13 23:00:00+03:00,6.4,5.4,93.0,,180.0,3.6,7.4,1014.6,0.1187199999999999,0.996
2021-10-14 00:00:00+03:00,6.2,5.5,95.0,,180.0,3.6,7.4,1014.8,0.10599,1.405
2021-10-14 01:00:00+03:00,5.9,5.3,96.0,,240.0,3.6,9.3,1015.0,0.10293,0.984
2021-10-14 02:00:00+03:00,6.0,5.3,95.0,,0.0,9.0,9.3,1015.0,0.0993199999999999,0.956
2021-10-14 03:00:00+03:00,5.8,5.2,96.0,,160.0,3.6,9.3,1015.1,0.0978199999999999,1.294
2021-10-14 04:00:00+03:00,5.7,5.0,95.0,,190.0,3.6,9.3,1015.2,0.09786,1.198
2021-10-14 05:00:00+03:00,5.2,4.6,96.0,,190.0,3.6,7.4,1015.2,0.09966,0.923
2021-10-14 06:00:00+03:00,4.6,4.3,98.0,,200.0,3.6,7.4,1015.5,0.10374,0.809
2021-10-14 07:00:00+03:00,4.7,4.3,97.0,,210.0,3.6,7.4,1015.5,0.209,1.122
2021-10-14 08:00:00+03:00,4.6,4.2,97.0,,200.0,3.6,7.4,1015.7,0.23505,0.302
2021-10-14 09:00:00+03:00,4.9,4.5,97.0,,230.0,3.6,9.3,1016.1,0.26,1.32
2021-10-14 10:00:00+03:00,7.1,5.6,90.0,,200.0,3.6,9.3,1016.1,0.245,0.367
2021-10-14 11:00:00+03:00,7.3,5.1,86.0,,160.0,3.6,11.1,1015.8,0.22255,0.348
2021-10-14 12:00:00+03:00,8.9,5.1,77.0,,170.0,7.2,11.1,1015.6,0.1983,0.289
2021-10-14 13:00:00+03:00,9.5,5.1,74.0,,240.0,3.6,13.0,1015.5,0.18993,0.303
2021-10-14 14:00:00+03:00,9.1,5.5,78.0,,250.0,7.2,13.0,1015.2,0.2026,0.409
2021-10-14 15:00:00+03:00,8.8,5.2,78.0,,200.0,7.2,13.0,1015.1,0.19427,0.292
2021-10-14 16:00:00+03:00,8.7,5.3,79.0,,190.0,7.2,13.0,1014.5,0.1933899999999999,0.692
2021-10-14 17:00:00+03:00,8.3,4.9,79.0,,190.0,7.2,13.0,1014.4,0.20169,1.816
2021-10-14 18:00:00+03:00,7.0,5.5,90.0,,200.0,7.2,11.1,1014.4,0.19913,0.339
2021-10-14 19:00:00+03:00,7.0,5.0,87.0,,200.0,7.2,13.0,1014.2,0.2217299999999999,0.355
2021-10-14 20:00:00+03:00,6.6,5.1,90.0,,180.0,7.2,13.0,1013.8,0.17415,0.344
2021-10-14 21:00:00+03:00,6.0,3.7,85.0,,160.0,7.2,14.8,1013.2,0.0984,2.321
2021-10-14 22:00:00+03:00,5.2,3.4,88.0,,170.0,7.2,14.8,1012.8,0.02061,2.213
2021-10-14 23:00:00+03:00,4.6,2.6,87.0,,170.0,10.8,18.5,1012.2,0.07002,2.046
2021-10-15 00:00:00+03:00,4.3,2.0,85.0,,170.0,10.8,20.4,1011.4,0.06982,1.139
2021-10-15 01:00:00+03:00,4.1,1.5,83.0,,170.0,10.8,22.2,1010.5,0.06722,1.263
2021-10-15 02:00:00+03:00,4.0,1.4,83.0,,180.0,10.8,24.1,1009.6,0.07191,0.691
2021-10-15 03:00:00+03:00,3.8,1.3,84.0,,170.0,10.8,25.9,1008.8,0.06279,0.737
2021-10-15 04:00:00+03:00,3.9,1.8,86.0,,170.0,14.4,27.8,1007.9,0.05053,1.364
2021-10-15 05:00:00+03:00,4.4,2.6,88.0,,170.0,14.4,27.8,1006.9,0.0650699999999999,0.614
2021-10-15 06:00:00+03:00,4.5,2.8,89.0,,170.0,14.4,29.6,1006.2,0.07474,0.599
2021-10-15 07:00:00+03:00,4.4,3.1,91.0,,180.0,14.4,29.6,1005.6,0.0982,0.344
2021-10-15 08:00:00+03:00,4.8,3.9,94.0,,180.0,14.4,29.6,1004.9,0.16501,1.102
2021-10-15 09:00:00+03:00,5.4,4.4,93.0,,190.0,14.4,29.6,1004.2,0.15602,
2021-10-15 10:00:00+03:00,6.2,5.0,92.0,,180.0,14.4,29.6,1003.7,0.10511,0.257
2021-10-15 11:00:00+03:00,6.8,5.4,91.0,,180.0,14.4,29.6,1003.3,0.08406,0.387
2021-10-15 12:00:00+03:00,7.4,6.2,92.0,,180.0,18.0,31.5,1002.7,0.07547,0.681
2021-10-15 13:00:00+03:00,7.8,6.6,92.0,,170.0,14.4,31.5,1002.3,0.07267,0.797
2021-10-15 14:00:00+03:00,8.7,7.6,93.0,,180.0,18.0,31.5,1001.7,0.07245,0.68
2021-10-15 15:00:00+03:00,9.2,8.1,93.0,,180.0,14.4,35.2,1001.1,0.07343,0.36
2021-10-15 16:00:00+03:00,9.7,8.8,94.0,,180.0,14.4,33.3,1000.3,0.08285,0.587
2021-10-15 17:00:00+03:00,10.2,9.3,94.0,,190.0,14.4,38.9,999.3,0.1235999999999999,1.819
2021-10-15 18:00:00+03:00,10.7,9.6,93.0,,190.0,18.0,38.9,998.5,0.1850099999999999,0.418
2021-10-15 19:00:00+03:00,10.7,9.5,92.0,,190.0,18.0,37.0,998.0,0.20261,0.263
2021-10-15 20:00:00+03:00,10.4,9.3,93.0,,200.0,18.0,38.9,997.3,0.16509,0.276
2021-10-15 21:00:00+03:00,9.8,8.4,91.0,,260.0,14.4,38.9,998.2,0.16501,
2021-10-15 22:00:00+03:00,8.7,7.0,89.0,,210.0,10.8,37.0,998.4,0.0209,1.382
2021-10-15 23:00:00+03:00,8.5,7.4,93.0,,220.0,10.8,33.3,998.7,0.00492,2.103
2021-10-16 00:00:00+03:00,8.5,7.3,92.0,,250.0,14.4,33.3,999.2,0.05502,0.199
2021-10-16 01:00:00+03:00,7.6,5.1,84.0,,280.0,18.0,31.5,1000.1,0.00839,0.77
2021-10-16 02:00:00+03:00,6.2,3.4,82.0,,260.0,14.4,29.6,1001.1,0.08574,0.233
2021-10-16 03:00:00+03:00,5.8,4.0,88.0,,250.0,7.2,25.9,1001.7,0.0452,0.62
2021-10-16 04:00:00+03:00,5.3,3.5,88.0,,230.0,7.2,24.1,1002.0,0.04107,0.845
2021-10-16 05:00:00+03:00,4.8,3.1,89.0,,220.0,7.2,24.1,1002.5,0.08578,0.46
2021-10-16 06:00:00+03:00,4.7,2.7,87.0,,210.0,10.8,24.1,1002.7,0.08573,0.216
2021-10-16 07:00:00+03:00,4.2,2.4,88.0,,230.0,7.2,22.2,1003.2,0.0492,1.439
2021-10-16 08:00:00+03:00,3.8,2.6,92.0,,230.0,7.2,24.1,1003.4,0.00907,1.523
2021-10-16 09:00:00+03:00,4.6,2.9,89.0,,230.0,7.2,22.2,1003.8,0.0857,2.283
2021-10-16 10:00:00+03:00,6.1,3.4,83.0,,230.0,10.8,25.9,1004.2,0.08576,1.14
2021-10-16 11:00:00+03:00,7.7,3.4,74.0,,250.0,14.4,27.8,1004.5,0.01172,1.261
2021-10-16 12:00:00+03:00,8.8,3.0,67.0,,260.0,14.4,31.5,1004.8,0.0048899999999999,0.65
2021-10-16 13:00:00+03:00,9.9,2.0,58.0,,260.0,14.4,33.3,1004.8,0.00392,1.029
2021-10-16 14:00:00+03:00,9.8,0.4,52.0,,250.0,14.4,37.0,1004.8,0.0035299999999999,7.756
2021-10-16 15:00:00+03:00,6.9,4.2,83.0,,200.0,7.2,37.0,1004.8,0.06903,6.26
2021-10-16 16:00:00+03:00,9.2,2.3,62.0,,210.0,10.8,37.0,1004.1,0.01506,7.628
2021-10-16 17:00:00+03:00,6.4,4.1,85.0,,290.0,18.0,35.2,1004.3,0.00464,3.586
2021-10-16 18:00:00+03:00,6.3,4.9,91.0,,220.0,7.2,33.3,1004.2,0.08575,6.559
2021-10-16 19:00:00+03:00,6.1,4.7,91.0,,240.0,14.4,29.6,1004.7,0.14507,5.674
2021-10-16 20:00:00+03:00,5.7,4.3,91.0,,230.0,7.2,27.8,1004.6,0.14503,0.568
2021-10-16 21:00:00+03:00,5.4,4.4,93.0,,250.0,7.2,27.8,1004.4,0.00828,0.646
2021-10-16 22:00:00+03:00,6.3,4.6,89.0,,240.0,7.2,25.9,1004.3,0.00496,1.391
2021-10-16 23:00:00+03:00,6.1,4.4,89.0,,240.0,10.8,24.1,1004.1,0.00819,1.175
2021-10-17 00:00:00+03:00,5.4,4.0,91.0,,220.0,7.2,22.2,1004.4,0.01868,1.945
2021-10-17 01:00:00+03:00,5.6,4.6,93.0,,230.0,7.2,16.7,1004.5,0.00509,1.582
2021-10-17 02:00:00+03:00,5.8,4.9,94.0,,230.0,7.2,18.5,1004.6,0.00531,1.484
2021-10-17 03:00:00+03:00,5.6,4.9,95.0,,220.0,7.2,18.5,1004.8,0.00562,0.989
2021-10-17 04:00:00+03:00,5.7,4.8,94.0,,210.0,7.2,20.4,1005.0,0.0047,1.322
2021-10-17 05:00:00+03:00,5.2,4.0,92.0,,230.0,3.6,20.4,1005.3,0.00813,1.019
2021-10-17 06:00:00+03:00,5.1,3.4,89.0,,220.0,7.2,20.4,1005.6,0.01196,0.838
2021-10-17 07:00:00+03:00,5.0,3.3,89.0,,240.0,7.2,16.7,1005.8,0.01284,1.068
2021-10-17 08:00:00+03:00,5.5,3.3,86.0,,260.0,10.8,18.5,1006.0,0.03842,0.463
2021-10-17 09:00:00+03:00,5.4,3.1,85.0,,250.0,7.2,20.4,1006.6,0.0876,1.349
2021-10-17 10:00:00+03:00,6.3,3.3,81.0,,250.0,10.8,22.2,1007.0,0.08943,0.238
2021-10-17 11:00:00+03:00,7.8,4.4,79.0,,260.0,7.2,25.9,1007.4,0.0914,0.297
2021-10-17 12:00:00+03:00,9.1,4.1,71.0,,250.0,14.4,27.8,1007.4,0.08909,0.358
2021-10-17 13:00:00+03:00,8.1,3.6,73.0,,260.0,14.4,27.8,1007.8,0.08406,0.333
2021-10-17 14:00:00+03:00,8.2,3.5,72.0,,270.0,14.4,27.8,1008.0,0.0779599999999999,1.045
2021-10-17 15:00:00+03:00,8.8,1.9,62.0,,260.0,14.4,27.8,1007.6,0.08401,0.698
2021-10-17 16:00:00+03:00,8.7,2.1,63.0,,260.0,14.4,27.8,1007.5,0.08909,0.286
2021-10-17 17:00:00+03:00,7.9,2.4,68.0,,260.0,14.4,25.9,1007.5,0.09604,1.099
2021-10-17 18:00:00+03:00,6.5,1.4,70.0,,250.0,10.8,24.1,1007.8,0.11202,0.303
2021-10-17 19:00:00+03:00,5.8,1.9,76.0,,260.0,7.2,22.2,1008.1,0.13672,0.327
2021-10-17 20:00:00+03:00,4.7,2.1,83.0,,250.0,7.2,20.4,1008.4,0.15342,0.449
2021-10-17 21:00:00+03:00,4.0,1.7,85.0,,260.0,3.6,18.5,1008.7,0.13266,0.481
2021-10-17 22:00:00+03:00,3.5,1.4,86.0,,250.0,7.2,18.5,1008.6,0.1098,0.369
2021-10-17 23:00:00+03:00,3.0,0.4,83.0,,250.0,7.2,16.7,1008.6,0.0948199999999999,0.274
2021-10-18 00:00:00+03:00,2.8,0.2,83.0,,230.0,7.2,16.7,1008.6,0.04339,1.471
2021-10-18 01:00:00+03:00,2.5,0.1,84.0,,250.0,7.2,16.7,1008.5,0.0733299999999999,2.037
2021-10-18 02:00:00+03:00,2.1,-0.2,85.0,,240.0,7.2,16.7,1008.6,0.02091,1.706
2021-10-18 03:00:00+03:00,2.4,-0.2,83.0,,240.0,7.2,22.2,1008.4,0.01499,2.011
2021-10-18 04:00:00+03:00,3.2,0.8,84.0,,280.0,14.4,24.1,1008.6,0.01548,1.631
2021-10-18 05:00:00+03:00,3.1,1.0,86.0,,260.0,14.4,25.9,1008.5,0.08984,0.305
2021-10-18 06:00:00+03:00,3.5,1.5,87.0,,270.0,10.8,27.8,1008.8,0.0964899999999999,0.592
2021-10-18 07:00:00+03:00,3.7,1.6,86.0,,280.0,14.4,31.5,1009.1,0.2114,0.518
2021-10-18 08:00:00+03:00,3.5,1.7,88.0,,270.0,14.4,29.6,1009.5,0.18509,1.583
2021-10-18 09:00:00+03:00,3.8,1.8,87.0,,280.0,14.4,29.6,1010.0,0.21853,0.253
2021-10-18 10:00:00+03:00,4.6,2.1,84.0,,270.0,18.0,31.5,1010.5,0.2185099999999999,0.36
2021-10-18 11:00:00+03:00,5.7,2.3,79.0,,290.0,14.4,35.2,1011.0,0.18505,0.272
2021-10-18 12:00:00+03:00,6.4,2.3,75.0,,290.0,14.4,37.0,1011.6,0.18002,0.318
2021-10-18 13:00:00+03:00,6.6,1.9,72.0,,290.0,14.4,35.2,1012.0,0.17568,0.32
2021-10-18 14:00:00+03:00,5.2,2.4,82.0,,300.0,18.0,37.0,1012.3,0.16279,0.208
2021-10-18 15:00:00+03:00,5.7,3.7,87.0,,280.0,10.8,37.0,1012.5,0.16957,0.391
2021-10-18 16:00:00+03:00,7.1,2.2,71.0,,300.0,14.4,37.0,1012.7,0.17009,0.324
2021-10-18 17:00:00+03:00,6.3,0.2,65.0,,300.0,14.4,33.3,1013.2,0.16838,2.028
2021-10-18 18:00:00+03:00,5.5,0.3,69.0,,290.0,10.8,29.6,1014.0,0.18374,0.471
2021-10-18 19:00:00+03:00,4.6,0.4,74.0,,300.0,7.2,31.5,1014.7,0.2469,1.715
2021-10-18 20:00:00+03:00,4.6,0.4,74.0,,290.0,10.8,27.8,1015.2,0.19995,1.482
2021-10-18 21:00:00+03:00,4.3,0.6,77.0,,290.0,10.8,24.1,1015.7,0.14404,1.951
2021-10-18 22:00:00+03:00,4.3,1.2,80.0,,290.0,10.8,22.2,1016.2,0.12325,0.832
2021-10-18 23:00:00+03:00,3.6,1.2,84.0,,290.0,7.2,20.4,1016.6,0.09004,1.077
2021-10-19 00:00:00+03:00,2.9,0.5,84.0,,290.0,10.8,18.5,1017.2,0.05069,1.818
2021-10-19 01:00:00+03:00,2.6,-0.0,83.0,,290.0,7.2,20.4,1017.8,0.08331,1.1
2021-10-19 02:00:00+03:00,2.0,-0.3,85.0,,300.0,10.8,18.5,1018.5,0.04525,1.61
2021-10-19 03:00:00+03:00,1.4,-1.0,84.0,,290.0,7.2,18.5,1018.9,0.05582,1.339
2021-10-19 04:00:00+03:00,1.7,-0.9,83.0,,290.0,10.8,18.5,1019.5,0.07676,0.802
2021-10-19 05:00:00+03:00,1.2,-1.4,83.0,,300.0,10.8,18.5,1019.8,0.09295,1.146
2021-10-19 06:00:00+03:00,0.9,-1.3,85.0,,290.0,7.2,18.5,1020.2,0.1025,1.086
2021-10-19 07:00:00+03:00,0.7,-1.2,87.0,,290.0,10.8,16.7,1020.5,0.1367,0.651
2021-10-19 08:00:00+03:00,0.2,-1.6,88.0,,290.0,7.2,16.7,1021.0,0.19995,0.426
2021-10-19 09:00:00+03:00,1.0,-1.6,83.0,,280.0,10.8,18.5,1021.6,0.23002,0.363
2021-10-19 10:00:00+03:00,2.3,-1.5,76.0,,290.0,10.8,18.5,1022.1,0.21931,0.304
2021-10-19 11:00:00+03:00,3.5,-1.1,72.0,,300.0,10.8,20.4,1022.4,0.2079,0.291
2021-10-19 12:00:00+03:00,4.4,-1.4,66.0,,290.0,14.4,24.1,1022.5,0.19324,0.227
2021-10-19 13:00:00+03:00,4.9,-2.7,58.0,,310.0,10.8,25.9,1022.6,0.19325,0.247
2021-10-19 14:00:00+03:00,5.4,-2.9,55.0,,300.0,14.4,24.1,1022.5,0.18416,0.368
2021-10-19 15:00:00+03:00,6.0,-3.4,51.0,,320.0,10.8,22.2,1022.3,0.1803,0.298
2021-10-19 16:00:00+03:00,5.6,-3.5,52.0,,300.0,10.8,20.4,1022.2,0.16748,0.321
2021-10-19 17:00:00+03:00,4.5,-2.8,59.0,,240.0,3.6,14.8,1022.0,0.16796,1.396
2021-10-19 18:00:00+03:00,2.6,-2.3,70.0,,140.0,3.6,11.1,1021.9,0.1790999999999999,0.984
2021-10-19 19:00:00+03:00,2.2,-2.1,73.0,,190.0,3.6,7.4,1021.8,0.18037,0.504
2021-10-19 20:00:00+03:00,1.4,-2.4,76.0,,180.0,3.6,9.3,1021.4,0.15478,1.886
2021-10-19 21:00:00+03:00,1.7,-2.3,75.0,,190.0,7.2,9.3,1020.8,0.1112,1.067
2021-10-19 22:00:00+03:00,2.3,-2.4,71.0,,180.0,7.2,11.1,1020.1,0.09498,1.525
2021-10-19 23:00:00+03:00,3.0,-2.3,68.0,,160.0,10.8,13.0,1019.5,0.06795,1.421
2021-10-20 00:00:00+03:00,3.4,-2.6,65.0,,160.0,10.8,14.8,1018.4,0.05102,0.659
2021-10-20 01:00:00+03:00,3.9,-2.5,63.0,,170.0,10.8,22.2,1017.6,0.06401,0.578
2021-10-20 02:00:00+03:00,3.9,-1.7,67.0,,160.0,10.8,22.2,1016.6,0.03859,0.789
2021-10-20 03:00:00+03:00,3.9,-1.5,68.0,,150.0,14.4,25.9,1015.0,0.0040199999999999,1.918
2021-10-20 04:00:00+03:00,4.5,-0.7,69.0,,150.0,14.4,25.9,1013.1,0.01646,1.415
2021-10-20 05:00:00+03:00,4.5,-0.1,72.0,,150.0,14.4,27.8,1011.0,0.06078,0.385
2021-10-20 06:00:00+03:00,5.0,-0.0,70.0,,150.0,14.4,31.5,1009.1,0.07137,0.236
2021-10-20 07:00:00+03:00,5.2,0.4,71.0,,170.0,14.4,33.3,1007.7,0.08988,1.387
2021-10-20 08:00:00+03:00,4.4,2.4,87.0,,160.0,14.4,35.2,1006.1,0.08881,2.391
2021-10-20 09:00:00+03:00,4.1,3.1,93.0,,160.0,14.4,35.2,1004.2,0.09843,0.851
2021-10-20 10:00:00+03:00,4.6,3.6,93.0,,170.0,18.0,37.0,1002.1,0.09843,1.038
2021-10-20 11:00:00+03:00,5.4,4.4,93.0,,170.0,21.6,37.0,1000.2,0.08234,0.361
2021-10-20 12:00:00+03:00,5.9,4.9,93.0,,180.0,21.6,35.2,998.5,0.08621,1.68
2021-10-20 13:00:00+03:00,6.9,6.0,94.0,,180.0,18.0,35.2,996.9,0.07973,0.763
2021-10-20 14:00:00+03:00,7.8,7.0,95.0,,190.0,18.0,37.0,995.2,0.0810699999999999,0.282
2021-10-20 15:00:00+03:00,9.0,8.4,96.0,,200.0,14.4,40.8,994.0,0.08314,0.744
2021-10-20 16:00:00+03:00,10.7,10.1,96.0,,210.0,18.0,40.8,992.9,0.08757,3.888
2021-10-20 17:00:00+03:00,11.7,11.1,96.0,,200.0,14.4,40.8,991.5,0.08269,9.816
2021-10-20 18:00:00+03:00,12.4,11.8,96.0,,200.0,18.0,40.8,990.3,0.07878,5.168
2021-10-20 19:00:00+03:00,12.8,12.2,96.0,,200.0,18.0,40.8,989.2,0.0931299999999999,6.901
2021-10-20 20:00:00+03:00,13.4,12.5,94.0,,220.0,18.0,46.3,988.1,0.08983,1.315
2021-10-20 21:00:00+03:00,14.2,12.6,90.0,,230.0,21.6,46.3,987.0,0.08789,0.429
2021-10-20 22:00:00+03:00,13.6,12.7,94.0,,220.0,14.4,46.3,986.4,0.05503,1.045
2021-10-20 23:00:00+03:00,13.6,12.5,93.0,,230.0,18.0,46.3,986.0,0.016,1.066
2021-10-21 00:00:00+03:00,13.5,12.1,91.0,,230.0,18.0,46.3,985.8,0.01609,0.915
2021-10-21 01:00:00+03:00,13.1,11.8,92.0,,250.0,21.6,55.5,986.3,0.03004,0.583
2021-10-21 02:00:00+03:00,12.7,11.8,94.0,,250.0,14.4,53.7,986.9,0.03017,0.58
2021-10-21 03:00:00+03:00,12.7,11.4,92.0,,240.0,14.4,48.2,986.9,0.0189699999999999,1.091
2021-10-21 04:00:00+03:00,12.8,11.4,91.0,,220.0,10.8,46.3,986.6,0.0188,0.901
2021-10-21 05:00:00+03:00,12.6,11.5,93.0,,220.0,10.8,40.8,986.2,0.02914,0.582
2021-10-21 06:00:00+03:00,12.7,11.4,92.0,,240.0,14.4,37.0,985.9,0.04774,0.276
2021-10-21 07:00:00+03:00,12.5,11.6,94.0,,240.0,14.4,35.2,986.2,0.0770999999999999,0.374
2021-10-21 08:00:00+03:00,12.0,11.1,94.0,,240.0,10.8,37.0,986.5,0.096,2.163
2021-10-21 09:00:00+03:00,12.5,10.7,89.0,,240.0,10.8,37.0,986.6,0.10549,0.721
2021-10-21 10:00:00+03:00,12.5,10.9,90.0,,230.0,10.8,37.0,987.1,0.10342,0.406
2021-10-21 11:00:00+03:00,12.9,11.1,89.0,,220.0,10.8,40.8,986.8,0.0896599999999999,0.336
2021-10-21 12:00:00+03:00,13.4,11.5,88.0,,220.0,10.8,38.9,986.8,0.07705,0.676
2021-10-21 13:00:00+03:00,14.2,11.0,81.0,,230.0,10.8,35.2,986.6,0.07156,0.849
2021-10-21 14:00:00+03:00,14.5,10.9,79.0,,220.0,10.8,35.2,986.0,0.07112,0.256
2021-10-21 15:00:00+03:00,15.2,10.6,74.0,,220.0,10.8,33.3,984.9,0.07148,1.828
2021-10-21 16:00:00+03:00,14.1,10.9,81.0,,190.0,14.4,33.3,984.0,0.07381,0.407
2021-10-21 17:00:00+03:00,13.6,10.9,84.0,,160.0,14.4,33.3,982.2,0.07397,0.942
2021-10-21 18:00:00+03:00,13.2,11.6,90.0,,180.0,21.6,35.2,980.4,0.0841,0.384
2021-10-21 19:00:00+03:00,12.6,11.3,92.0,,190.0,18.0,38.9,979.7,0.10103,0.359
2021-10-21 20:00:00+03:00,12.4,10.5,88.0,,200.0,18.0,40.8,978.4,0.09131,0.687
2021-10-21 21:00:00+03:00,12.1,9.7,85.0,,190.0,18.0,50.0,977.5,0.07866,1.282
2021-10-21 22:00:00+03:00,11.8,8.5,80.0,,200.0,18.0,53.7,976.6,0.07008,0.398
2021-10-21 23:00:00+03:00,11.0,8.6,85.0,,200.0,21.6,51.8,976.1,0.06517,0.264
2021-10-22 00:00:00+03:00,9.9,6.8,81.0,,230.0,18.0,51.8,976.8,0.03506,0.889
2021-10-22 01:00:00+03:00,9.8,5.6,75.0,,220.0,18.0,59.3,977.3,0.06342,0.191
2021-10-22 02:00:00+03:00,8.4,5.3,81.0,,240.0,21.6,61.1,978.1,0.03718,1.002
2021-10-22 03:00:00+03:00,8.1,3.0,70.0,,230.0,21.6,59.3,978.6,0.00306,2.043
2021-10-22 04:00:00+03:00,8.1,2.6,68.0,,230.0,18.0,57.4,979.3,0.02868,1.295
2021-10-22 05:00:00+03:00,8.0,2.2,67.0,,230.0,18.0,55.5,979.6,0.0042,1.682
2021-10-22 06:00:00+03:00,8.1,2.3,67.0,,220.0,18.0,51.8,980.0,0.0551,0.228
2021-10-22 07:00:00+03:00,4.3,1.8,84.0,,250.0,18.0,53.7,981.0,0.08914,1.243
2021-10-22 08:00:00+03:00,5.8,3.1,83.0,,240.0,14.4,51.8,981.2,0.08665,1.296
2021-10-22 09:00:00+03:00,6.6,3.6,81.0,,230.0,14.4,51.8,981.9,0.0922,0.67
2021-10-22 10:00:00+03:00,7.4,3.4,76.0,,220.0,14.4,51.8,982.7,0.08939,0.428
2021-10-22 11:00:00+03:00,7.9,3.2,72.0,,240.0,14.4,53.7,983.5,0.06856,0.397
2021-10-22 12:00:00+03:00,8.2,0.9,60.0,,250.0,21.6,55.5,984.4,0.06811,0.4
2021-10-22 13:00:00+03:00,7.9,1.7,65.0,,230.0,18.0,55.5,985.7,0.06523,0.364
2021-10-22 14:00:00+03:00,7.0,2.1,71.0,,240.0,21.6,59.3,986.4,0.07001,0.379
2021-10-22 15:00:00+03:00,7.2,1.1,65.0,,250.0,21.6,61.1,987.0,0.07001,0.391
2021-10-22 16:00:00+03:00,6.7,1.4,69.0,,280.0,21.6,61.1,988.1,0.06801,0.28
2021-10-22 17:00:00+03:00,7.6,1.0,63.0,,250.0,18.0,57.4,988.5,0.07004,1.078
2021-10-22 18:00:00+03:00,7.1,-0.4,59.0,,240.0,14.4,53.7,989.1,0.08266,0.428
2021-10-22 19:00:00+03:00,6.7,0.6,65.0,,250.0,14.4,48.2,989.6,0.09204,0.359
2021-10-22 20:00:00+03:00,6.0,0.7,69.0,,220.0,7.2,44.5,990.0,0.08973,0.478
2021-10-22 21:00:00+03:00,5.8,2.1,77.0,,220.0,7.2,38.9,990.2,0.08125,0.539
2021-10-22 22:00:00+03:00,5.6,2.8,82.0,,220.0,10.8,35.2,990.5,0.07867,0.399
2021-10-22 23:00:00+03:00,4.9,3.1,88.0,,230.0,10.8,33.3,990.7,0.0807,1.575
2021-10-23 00:00:00+03:00,4.7,1.7,81.0,,240.0,10.8,31.5,991.0,0.05508,1.556
